message,severity,attributes,tags,timestamp
[2026-07-27 03:43:59 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:43:59.993046440Z
[2026-07-27 03:43:59 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:43:59.993048700Z
[2026-07-27 03:43:59 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:43:59.993051010Z
[2026-07-27 03:43:59 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:43:59.993053950Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:00.276149136Z
[2026-07-27 03:44:00 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:00.276152206Z
[2026-07-27 03:44:00 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:00.369666108Z
[2026-07-27 03:44:00 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:00.369670358Z
[2026-07-27 03:44:00 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:00.369674148Z
[2026-07-27 03:44:01 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.316217280Z
[2026-07-27 03:44:01 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.316222840Z
[2026-07-27 03:44:01 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.316228120Z
[2026-07-27 03:44:01 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.317203814Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.698521789Z
[2026-07-27 03:44:01 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.698526279Z
[2026-07-27 03:44:01 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.787881444Z
[2026-07-27 03:44:01 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.787885924Z
[2026-07-27 03:44:01 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:01.787891714Z
[2026-07-27 03:44:02 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:02.776365783Z
[2026-07-27 03:44:02 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:02.776369533Z
[2026-07-27 03:44:02 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:02.776373523Z
[2026-07-27 03:44:02 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:02.776376693Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:03.151960437Z
[2026-07-27 03:44:03 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:03.151965617Z
[2026-07-27 03:44:03 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:03.247814498Z
[2026-07-27 03:44:03 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:03.247822318Z
[2026-07-27 03:44:03 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:03.247825348Z
[2026-07-27 03:44:04 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.253989272Z
[2026-07-27 03:44:04 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.253998132Z
[2026-07-27 03:44:04 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.254019312Z
[2026-07-27 03:44:04 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.254022822Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.622099207Z
[2026-07-27 03:44:04 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.622101857Z
[2026-07-27 03:44:04 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.761496826Z
[2026-07-27 03:44:04 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.761500246Z
[2026-07-27 03:44:04 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:04.761503146Z
[2026-07-27 03:44:05 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:05.621521218Z
[2026-07-27 03:44:05 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:05.621525518Z
[2026-07-27 03:44:05 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:05.621528478Z
[2026-07-27 03:44:05 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:05.626239353Z
Failed to find attribute 'app' in 'app'.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:06.016965887Z
[2026-07-27 03:44:06 +0000] [2] [INFO] Worker exiting (pid: 2),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:06.016969497Z
[2026-07-27 03:44:06 +0000] [1] [ERROR] Worker (pid:2) exited with code 4,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:06.095546349Z
[2026-07-27 03:44:06 +0000] [1] [ERROR] Shutting down: Master,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:06.095557309Z
[2026-07-27 03:44:06 +0000] [1] [ERROR] Reason: App failed to load.,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:06.095562419Z
[2026-07-27 03:44:07 +0000] [1] [INFO] Starting gunicorn 21.2.0,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.128672672Z
[2026-07-27 03:44:07 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.128680102Z
[2026-07-27 03:44:07 +0000] [1] [INFO] Using worker: sync,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.128684582Z
[2026-07-27 03:44:07 +0000] [2] [INFO] Booting worker with pid: 2,error,"{""level"":""error""}","{""project"":""18ae2dc1-0a91-404f-9b9d-da9708df09e8"",""environment"":""2533d774-b502-45f4-8662-21104f0c30ec"",""service"":""8cc9f43f-3b20-493d-b93e-2f55ea2269d8"",""deployment"":""f90b7e66-86c1-455b-8ed3-9335e39456f9"",""replica"":""72c16734-1036-47f7-bddd-543351bfe469""}",2026-07-27T03:44:07.133184728Z
